sgId	Sublibrary	gene_name	length	pam coordinate	pass_score	position	strand	transcript_list
Unassigned=ARRDC3_+_90679497.22-all~e39m1	Unassigned	ARRDC3	22	90679497	e39m1	90679497	+	['all']
Unassigned=ARRDC3_+_90679525.23-all~e39m1	Unassigned	ARRDC3	23	90679525	e39m1	90679525	+	['all']
Unassigned=ARRDC3_+_90679541.24-all~e39m1	Unassigned	ARRDC3	24	90679541	e39m1	90679541	+	['all']
Unassigned=ARRDC3_-_90679309.23-all~e39m1	Unassigned	ARRDC3	23	90679309	e39m1	90679309	-	['all']
Unassigned=ARRDC3_-_90679382.23-all~e39m1	Unassigned	ARRDC3	23	90679382	e39m1	90679382	-	['all']
Unassigned=ARRDC3_-_90679411.24-all~e39m1	Unassigned	ARRDC3	24	90679411	e39m1	90679411	-	['all']
Unassigned=ARRDC3_-_90679475.24-all~e39m1	Unassigned	ARRDC3	24	90679475	e39m1	90679475	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_+_119215039.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215039	e39m1	119215039	+	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_+_119215174.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	25	119215174	e39m1	119215174	+	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_+_119215232.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	23	119215232	e39m1	119215232	+	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_+_119215247.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	25	119215247	e39m1	119215247	+	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215071.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215071	e39m1	119215071	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215229.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215229	e39m1	119215229	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215267.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	25	119215267	e39m1	119215267	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215283.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215283	e39m1	119215283	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215302.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215302	e39m1	119215302	-	['all']
Apoptosis+Cancer+Other_Cancer=ASF1A_-_119215324.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	ASF1A	24	119215324	e39m1	119215324	-	['all']
Gene_Expression=ATL1_+_50999353.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999353	e39m1	50999353	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999358.25-ENST00000441560.2~e39m1	Gene_Expression	ATL1	25	50999358	e39m1	50999358	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999374.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999374	e39m1	50999374	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999396.22-ENST00000441560.2~e39m1	Gene_Expression	ATL1	22	50999396	e39m1	50999396	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999420.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999420	e39m1	50999420	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999508.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999508	e39m1	50999508	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_50999553.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999553	e39m1	50999553	+	['ENST00000441560.2']
Gene_Expression=ATL1_+_51026428.23-ENST00000354525.4~e20m1	Gene_Expression	ATL1	23	51026428	e20m1	51026428	+	['ENST00000354525.4']
Gene_Expression=ATL1_+_51026528.26-ENST00000354525.4~e39m1	Gene_Expression	ATL1	26	51026528	e39m1	51026528	+	['ENST00000354525.4']
Gene_Expression=ATL1_+_51026553.25-ENST00000354525.4~e39m1	Gene_Expression	ATL1	25	51026553	e39m1	51026553	+	['ENST00000354525.4']
Gene_Expression=ATL1_-_50999367.23-ENST00000441560.2~e39m1	Gene_Expression	ATL1	23	50999367	e39m1	50999367	-	['ENST00000441560.2']
Gene_Expression=ATL1_-_50999552.23-ENST00000441560.2~e39m1	Gene_Expression	ATL1	23	50999552	e39m1	50999552	-	['ENST00000441560.2']
Gene_Expression=ATL1_-_50999617.24-ENST00000441560.2~e39m1	Gene_Expression	ATL1	24	50999617	e39m1	50999617	-	['ENST00000441560.2']
Gene_Expression=ATL1_-_51026474.26-ENST00000354525.4~e20m1	Gene_Expression	ATL1	26	51026474	e20m1	51026474	-	['ENST00000354525.4']
Gene_Expression=ATL1_-_51026513.23-ENST00000354525.4~e20m1	Gene_Expression	ATL1	23	51026513	e20m1	51026513	-	['ENST00000354525.4']
Gene_Expression=ATL1_-_51026568.22-ENST00000354525.4~e30m1	Gene_Expression	ATL1	22	51026568	e30m1	51026568	-	['ENST00000354525.4']
Gene_Expression=ATL1_-_51026601.28-ENST00000354525.4~e39m1	Gene_Expression	ATL1	28	51026601	e39m1	51026601	-	['ENST00000354525.4']
Gene_Expression=ATL1_-_51026651.28-ENST00000354525.4~e39m1	Gene_Expression	ATL1	28	51026651	e39m1	51026651	-	['ENST00000354525.4']
Apoptosis+Cancer+Other_Cancer=B3GALT4_+_33244516.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	23	33244516	e39m1	33244516	+	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_+_33244673.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	24	33244673	e39m1	33244673	+	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_+_33244820.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	22	33244820	e39m1	33244820	+	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_+_33244833.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	23	33244833	e39m1	33244833	+	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_-_33244551.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	24	33244551	e39m1	33244551	-	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_-_33244587.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	24	33244587	e39m1	33244587	-	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_-_33244701.22-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	22	33244701	e39m1	33244701	-	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_-_33244756.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	23	33244756	e39m1	33244756	-	['all']
Apoptosis+Cancer+Other_Cancer=B3GALT4_-_33244764.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	B3GALT4	23	33244764	e39m1	33244764	-	['all']
Membrane_Proteins=B3GNT5_+_182970679.25-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	25	182970679	e39m1	182970679	+	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_+_182971299.22-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	22	182971299	e39m1	182971299	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182971358.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971358	e39m1	182971358	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182971428.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971428	e39m1	182971428	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182971475.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971475	e39m1	182971475	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182971481.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971481	e39m1	182971481	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182971497.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971497	e39m1	182971497	+	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_+_182982763.25-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	25	182982763	e39m1	182982763	+	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_+_182982792.24-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	24	182982792	e39m1	182982792	+	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_+_182982870.25-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	25	182982870	e39m1	182982870	+	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_+_182982942.23-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	23	182982942	e39m1	182982942	+	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_-_182970658.24-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	24	182970658	e39m1	182970658	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970683.26-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	26	182970683	e39m1	182970683	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970739.25-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	25	182970739	e39m1	182970739	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970803.23-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	23	182970803	e39m1	182970803	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970851.23-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	23	182970851	e39m1	182970851	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970949.25-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	25	182970949	e39m1	182970949	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182970954.25-ENST00000326505.3~e39m1	Membrane_Proteins	B3GNT5	25	182970954	e39m1	182970954	-	['ENST00000326505.3']
Membrane_Proteins=B3GNT5_-_182971273.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971273	e39m1	182971273	-	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_-_182971459.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971459	e39m1	182971459	-	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_-_182971486.24-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	24	182971486	e39m1	182971486	-	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_-_182971512.22-ENST00000460419.1~e39m1	Membrane_Proteins	B3GNT5	22	182971512	e39m1	182971512	-	['ENST00000460419.1']
Membrane_Proteins=B3GNT5_-_182982932.22-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	22	182982932	e39m1	182982932	-	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_-_182982983.24-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	24	182982983	e39m1	182982983	-	['ENST00000465010.1']
Membrane_Proteins=B3GNT5_-_182983011.25-ENST00000465010.1~e39m1	Membrane_Proteins	B3GNT5	25	182983011	e39m1	182983011	-	['ENST00000465010.1']
Stress_Proteostasis=B4GALNT1_+_58027249.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027249	e39m1	58027249	+	['all']
Stress_Proteostasis=B4GALNT1_+_58027271.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027271	e39m1	58027271	+	['all']
Stress_Proteostasis=B4GALNT1_+_58027325.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027325	e39m1	58027325	+	['all']
Stress_Proteostasis=B4GALNT1_+_58027384.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027384	e39m1	58027384	+	['all']
Stress_Proteostasis=B4GALNT1_+_58027465.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027465	e39m1	58027465	+	['all']
Stress_Proteostasis=B4GALNT1_-_58027445.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027445	e39m1	58027445	-	['all']
Stress_Proteostasis=B4GALNT1_-_58027471.24-all~e39m1	Stress_Proteostasis	B4GALNT1	24	58027471	e39m1	58027471	-	['all']
Stress_Proteostasis=B4GALNT1_-_58027505.25-all~e39m1	Stress_Proteostasis	B4GALNT1	25	58027505	e39m1	58027505	-	['all']
Stress_Proteostasis=B4GALNT1_-_58027515.22-all~e39m1	Stress_Proteostasis	B4GALNT1	22	58027515	e39m1	58027515	-	['all']
Stress_Proteostasis=B4GALNT1_-_58027523.25-all~e39m1	Stress_Proteostasis	B4GALNT1	25	58027523	e39m1	58027523	-	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548112.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548112	e39m1	33548112	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548142.26-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	26	33548142	e39m1	33548142	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548177.26-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	26	33548177	e39m1	33548177	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548190.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548190	e39m1	33548190	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548208.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548208	e39m1	33548208	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548226.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548226	e39m1	33548226	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548262.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548262	e39m1	33548262	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_+_33548369.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	23	33548369	e39m1	33548369	+	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_-_33548100.25-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	25	33548100	e39m1	33548100	-	['all']
Apoptosis+Cancer+Other_Cancer=BAK1_-_33548176.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BAK1	24	33548176	e39m1	33548176	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_+_111878321.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878321	e39m1	111878321	+	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_+_111878365.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878365	e39m1	111878365	+	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878199.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878199	e39m1	111878199	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878224.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878224	e39m1	111878224	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878253.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878253	e39m1	111878253	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878313.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878313	e39m1	111878313	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878356.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878356	e39m1	111878356	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878362.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878362	e39m1	111878362	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878401.23-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	23	111878401	e39m1	111878401	-	['all']
Apoptosis+Cancer+Other_Cancer=BCL2L11_-_111878416.24-all~e39m1	Apoptosis+Cancer+Other_Cancer	BCL2L11	24	111878416	e39m1	111878416	-	['all']
Gene_Expression=BCORL1_+_129116205.24-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	24	129116205	e39m1	129116205	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116278.23-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	23	129116278	e39m1	129116278	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116290.24-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	24	129116290	e39m1	129116290	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116328.24-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	24	129116328	e39m1	129116328	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116436.24-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	24	129116436	e39m1	129116436	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116445.22-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	22	129116445	e39m1	129116445	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116501.24-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	24	129116501	e39m1	129116501	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129116513.23-ENST00000218147.7~e39m1	Gene_Expression	BCORL1	23	129116513	e39m1	129116513	+	['ENST00000218147.7']
Gene_Expression=BCORL1_+_129138778.25-ENST00000540052.1~e39m1	Gene_Expression	BCORL1	25	129138778	e39m1	129138778	+	['ENST00000540052.1']
Gene_Expression=BCORL1_+_129138797.23-ENST00000540052.1~e39m1	Gene_Expression	BCORL1	23	129138797	e39m1	129138797	+	['ENST00000540052.1']
